timestamp,temperature,acc_x,acc_y,acc_z,machine_status
2025-04-10 13:43:52,34.44,0.35,-8.16,-5.73,0
2025-04-10 13:43:52,34.44,0.27,-8.12,-5.81,0
2025-04-10 13:43:53,34.44,0.31,-8.08,-5.69,0
2025-04-10 13:43:53,34.44,0.24,-8.08,-5.77,0
2025-04-10 13:43:54,34.44,0.24,-7.96,-5.77,0
2025-04-10 13:43:54,34.44,0.35,-8.24,-5.69,0
2025-04-10 13:43:55,34.44,0.35,-8.08,-5.77,0
2025-04-10 13:43:55,34.44,0.39,-8.24,-5.69,0
2025-04-10 13:43:56,34.44,0.35,-8.12,-5.81,0
2025-04-10 13:43:56,34.44,0.31,-8.08,-5.81,0
2025-04-10 13:43:57,34.44,0.27,-8.04,-5.77,0
2025-04-10 13:43:58,34.44,0.27,-8.04,-5.73,0
2025-04-10 13:43:58,34.38,0.67,-8.2,-5.61,0
2025-04-10 13:43:59,34.38,0.27,-8.08,-5.73,0
2025-04-10 13:43:59,34.44,0.27,-8.04,-5.73,0
2025-04-10 13:44:00,34.44,0.27,-8.08,-5.73,0
2025-04-10 13:44:00,34.38,0.27,-8.08,-5.77,0
2025-04-10 13:44:01,34.38,0.24,-8.04,-5.77,0
2025-04-10 13:44:01,34.38,0.24,-8.04,-5.77,0
2025-04-10 13:44:02,34.38,0.24,-7.92,-5.84,0
2025-04-10 13:44:03,34.38,-0.08,-8.36,-5.45,0
2025-04-10 13:44:03,34.38,0.24,-8.04,-5.69,0
2025-04-10 13:44:04,34.38,0.27,-8.08,-5.77,0
2025-04-10 13:44:04,34.38,0.16,-8.08,-5.77,0
2025-04-10 13:44:05,34.38,0.27,-8.16,-5.73,0
2025-04-10 13:44:05,34.38,0.27,-8.04,-5.73,0
2025-04-10 13:44:06,34.38,0.27,-8.08,-5.77,0
2025-04-10 13:44:06,34.38,0.27,-8.12,-5.77,0
2025-04-10 13:44:07,34.38,0.24,-8.04,-5.73,0
2025-04-10 13:44:08,34.38,0.31,-8.08,-5.73,0
2025-04-10 13:44:08,34.38,0.39,-8.0,-5.73,0
